"ClientAddress";"ClientID";"ClientName";"ClientStatus";"DayOfBirth";"Gender"
город Москва, Большая Очаковская улица, дом 10;nhSm5;Анодина Алла Юрьевна;Базовый;1974-08-29;Женщина
город Москва, Большая Очаковская улица, дом 10;tqpSp;Аккикелов Азамат Булатович;Базовый;1990-01-28;Мужчина
город Москва, Большая Очаковская улица, дом 20;3b5Tc;Чумак Николай Петрович;Базовый;1970-12-18;Мужчина
город Москва, Большая Очаковская улица, дом 20;9qIjJ;Исаханян Марина Александровна;Базовый;1971-09-22;Женщина
город Москва, Большая Очаковская улица, дом 20;cRmMu;Голов Анатолий Григорьевич;Базовый;1995-09-01;Мужчина
город Москва, Большая Очаковская улица, дом 39, корпус 1;4a1OV;Чегаева Элина Алексеевна;Базовый;1989-04-01;Женщина
город Москва, Большая Очаковская улица, дом 39, корпус 1;KJ40q;Кузнецов Олег Николаевич;Серебряный;1980-02-13;Мужчина
город Москва, Большая Очаковская улица, дом 8, строение 2;30NcK;Соловьева Ирина Анатольевна;Базовый;1977-09-29;Женщина
город Москва, Большая Переяславская улица, дом 7А;1Uuke;Козина Наталья Александровна;Серебряный;1979-08-14;Женщина
город Москва, Большая Переяславская улица, дом 7А;GEf5h;Бумажнов Сергей Владимирович;Базовый;1971-12-10;Мужчина
город Москва, Большая Переяславская улица, дом 7А;QhtIu;Вирко Игорь Григорьевич;Серебряный;1981-08-11;Мужчина
город Москва, Большая Переяславская улица, дом 8А;Y9MYZ;Воротнев Вячеслав Александрович;Базовый;1975-10-19;Мужчина
город Москва, Большая Пионерская улица, дом 13/6А, строение 1;Rg75Y;Изотов Алексей Николаевич;Базовый;1992-07-27;Мужчина
город Москва, Большая Пионерская улица, дом 13/6А, строение 1;Utjgu;Марченко Святослав Юрьевич;Серебряный;1994-09-28;Мужчина
город Москва, Большая Пионерская улица, дом 13/6А, строение 1;wbfF2;Козлов Игорь Васильевич;Базовый;1970-12-01;Мужчина
город Москва, Большая Пионерская улица, дом 13/6А, строение 1;y6Koe;Веллер Алексей Борисович;Серебряный;1995-04-02;Мужчина
город Москва, Большая Пионерская улица, дом 5, строение 1;6bi4o;Пекунькин Александр Викторович;Базовый;1982-08-03;Мужчина
город Москва, Большая Пионерская улица, дом 5, строение 1;7JMLd;Лифанов Владимир Сергеевич;Базовый;1992-07-04;Мужчина
город Москва, Большая Пионерская улица, дом 5, строение 1;BaHkj;Гримов Антон Юрьевич;Серебряный;1980-07-31;Мужчина
